Time,Plant alarm,Water alarm,Moisture level,Ambient light
2023_06_02_13_52,0,0,83,91
2023_06_02_13_53,0,0,82,91
2023_06_02_13_53,0,0,82,91
2023_06_02_13_54,0,0,82,85
2023_06_02_13_54,0,0,83,90
2023_06_02_13_55,0,0,82,81
2023_06_02_13_55,0,0,83,91
2023_06_02_13_56,0,0,82,91
2023_06_02_13_56,0,0,82,90
2023_06_02_13_57,0,0,82,91
2023_06_02_13_57,0,0,82,91
2023_06_02_13_58,0,0,82,90
2023_06_02_13_58,0,0,82,91
2023_06_02_13_59,0,0,82,91
2023_06_02_13_59,0,0,82,92
2023_06_02_14_00,0,0,82,85
2023_06_02_14_00,0,0,83,90
2023_06_02_14_01,0,0,82,91
2023_06_02_14_01,0,0,82,90
2023_06_02_14_02,0,0,82,85
2023_06_02_14_02,0,0,82,90
2023_06_02_14_03,0,0,82,87
2023_06_02_14_03,0,0,83,90
2023_06_02_14_04,0,0,82,90
2023_06_02_14_04,0,0,82,90
2023_06_02_14_05,0,0,83,91
2023_06_02_14_05,0,0,82,92
2023_06_02_14_06,0,0,82,91
2023_06_02_14_06,0,0,83,91
2023_06_02_14_07,0,0,82,84
2023_06_02_14_07,0,0,82,91
2023_06_02_14_08,0,0,82,88
2023_06_02_14_08,0,0,83,91
2023_06_02_14_09,0,0,82,91
2023_06_02_14_09,0,0,82,91
2023_06_02_14_10,0,0,82,91
2023_06_02_14_10,0,0,82,92
2023_06_02_14_11,0,0,82,91
2023_06_02_14_11,0,0,82,91
2023_06_02_14_12,0,0,82,90
2023_06_02_14_12,0,0,82,90
2023_06_02_14_13,0,0,82,89
2023_06_02_14_13,0,0,82,90
2023_06_02_14_14,0,0,82,90
2023_06_02_14_14,0,0,82,89
2023_06_02_14_15,0,0,82,90
2023_06_02_14_15,0,0,82,90
2023_06_02_14_16,0,0,82,90
2023_06_02_14_16,0,0,82,90
2023_06_02_14_17,0,0,82,90
2023_06_02_14_17,0,0,82,90
2023_06_02_14_18,0,0,82,91
2023_06_02_14_18,0,0,82,91
2023_06_02_14_19,0,0,82,91
2023_06_02_14_19,0,0,82,91
2023_06_02_14_20,0,0,82,91
2023_06_02_14_20,0,0,82,92
2023_06_02_14_21,0,0,82,91
2023_06_02_14_21,0,0,82,91
2023_06_02_14_22,0,0,82,91
2023_06_02_14_22,0,0,83,91
2023_06_02_14_23,0,0,82,91
2023_06_02_14_23,0,0,82,90
2023_06_02_14_24,0,0,82,89
2023_06_02_14_24,0,0,82,90
2023_06_02_14_25,0,0,82,90
2023_06_02_14_25,0,0,82,90
2023_06_02_14_26,0,0,82,91
2023_06_02_14_26,0,0,82,91
2023_06_02_14_27,0,0,82,90
2023_06_02_14_27,0,0,82,91
2023_06_02_14_28,0,0,82,90
2023_06_02_14_28,0,0,83,90
2023_06_02_14_29,0,0,82,91
2023_06_02_14_29,0,0,82,90
2023_06_02_14_30,0,0,83,90
2023_06_02_14_30,0,0,82,87
2023_06_02_14_31,0,0,82,91
2023_06_02_14_31,0,0,82,90
2023_06_02_14_32,0,0,82,91
2023_06_02_14_32,0,0,82,90
2023_06_02_14_33,0,0,82,90
2023_06_02_14_33,0,0,82,90
2023_06_02_14_34,0,0,82,90
2023_06_02_14_34,0,0,82,90
2023_06_02_14_35,0,0,82,90
2023_06_02_14_35,0,0,82,90
2023_06_02_14_36,0,0,82,90
2023_06_02_14_36,0,0,82,90
2023_06_02_14_37,0,0,82,90
2023_06_02_14_37,0,0,82,90
2023_06_02_14_38,0,0,83,89
2023_06_02_14_38,0,0,82,89
2023_06_02_14_39,0,0,82,90
2023_06_02_14_39,0,0,82,90
2023_06_02_14_40,0,0,82,90
2023_06_02_14_40,0,0,81,90
2023_06_02_14_41,0,0,82,90
2023_06_02_14_41,0,0,82,89
2023_06_02_14_42,0,0,83,89
2023_06_02_14_42,0,0,82,89
2023_06_02_14_43,0,0,83,90
2023_06_02_14_43,0,0,82,89
2023_06_02_14_44,0,0,82,89
2023_06_02_14_44,0,0,82,88
2023_06_02_14_45,0,0,82,88
2023_06_02_14_45,0,0,82,89
2023_06_02_14_46,0,0,82,89
2023_06_02_14_46,0,0,82,89
2023_06_02_14_47,0,0,82,89
2023_06_02_14_47,0,0,82,89
2023_06_02_14_48,0,0,83,89
2023_06_02_14_48,0,0,82,89
2023_06_02_14_49,0,0,82,89
2023_06_02_14_49,0,0,82,89
2023_06_02_14_50,0,0,82,89
2023_06_02_14_50,0,0,82,89
2023_06_02_14_51,0,0,82,89
2023_06_02_14_51,0,0,82,89
2023_06_02_14_52,0,0,82,89
2023_06_02_14_52,0,0,82,89
2023_06_02_14_53,0,0,82,89
2023_06_02_14_53,0,0,82,88
2023_06_02_14_54,0,0,82,88
2023_06_02_14_54,0,0,82,89
2023_06_02_14_55,0,0,82,89
2023_06_02_14_55,0,0,82,89
2023_06_02_14_56,0,0,83,88
2023_06_02_14_56,0,0,82,88
2023_06_02_14_57,0,0,82,88
2023_06_02_14_57,0,0,82,89
2023_06_02_14_58,0,0,82,88
2023_06_02_14_58,0,0,82,89
2023_06_02_14_59,0,0,83,88
2023_06_02_14_59,0,0,82,89
2023_06_02_15_00,0,0,82,88
2023_06_02_15_00,0,0,82,88
2023_06_02_15_01,0,0,82,89
2023_06_02_15_01,0,0,82,88
2023_06_02_15_02,0,0,82,88
2023_06_02_15_02,0,0,82,88
2023_06_02_15_03,0,0,82,88
2023_06_02_15_03,0,0,82,88
2023_06_02_15_04,0,0,82,88
2023_06_02_15_04,0,0,82,87
2023_06_02_15_05,0,0,82,88
2023_06_02_15_05,0,0,82,88
2023_06_02_15_06,0,0,83,88
2023_06_02_15_06,0,0,82,88
2023_06_02_15_07,0,0,82,87
2023_06_02_15_07,0,0,83,87
2023_06_02_15_08,0,0,82,88
2023_06_02_15_08,0,0,82,87
2023_06_02_15_09,0,0,82,88
2023_06_02_15_09,0,0,82,87
2023_06_02_15_10,0,0,81,88
2023_06_02_15_10,0,0,82,87
2023_06_02_15_11,0,0,82,87
2023_06_02_15_11,0,0,82,87
2023_06_02_15_12,0,0,82,87
2023_06_02_15_12,0,0,82,87
2023_06_02_15_13,0,0,82,87
2023_06_02_15_13,0,0,82,87
2023_06_02_15_14,0,0,82,87
2023_06_02_15_14,0,0,82,87
2023_06_02_15_15,0,0,82,87
2023_06_02_15_15,0,0,82,86
2023_06_02_15_16,0,0,82,87
2023_06_02_15_16,0,0,83,86
2023_06_02_15_17,0,0,82,87
2023_06_02_15_17,0,0,82,86
2023_06_02_15_18,0,0,82,86
2023_06_02_15_18,0,0,82,86
2023_06_02_15_19,0,0,82,86
2023_06_02_15_19,0,0,82,86
2023_06_02_15_20,0,0,82,86
2023_06_02_15_20,0,0,82,86
2023_06_02_15_21,0,0,82,86
2023_06_02_15_21,0,0,82,85
2023_06_02_15_22,0,0,82,85
2023_06_02_15_22,0,0,82,85
2023_06_02_15_23,0,0,82,85
2023_06_02_15_23,0,0,82,85
2023_06_02_15_24,0,0,82,85
2023_06_02_15_24,0,0,82,85
2023_06_02_15_25,0,0,82,85
2023_06_02_15_25,0,0,82,84
2023_06_02_15_26,0,0,82,84
2023_06_02_15_26,0,0,82,84
2023_06_02_15_27,0,0,82,84
2023_06_02_15_27,0,0,82,84
2023_06_02_15_28,0,0,82,84
2023_06_02_15_28,0,0,82,84
2023_06_02_15_29,0,0,82,84
2023_06_02_15_29,0,0,83,83
2023_06_02_15_30,0,0,82,83
2023_06_02_15_30,0,0,82,83
2023_06_02_15_31,0,0,82,83
2023_06_02_15_31,0,0,82,83
2023_06_02_15_32,0,0,82,83
2023_06_02_15_32,0,0,82,83
2023_06_02_15_33,0,0,82,82
2023_06_02_15_33,0,0,82,83
2023_06_02_15_34,0,0,82,82
2023_06_02_15_34,0,0,82,82
2023_06_02_15_35,0,0,82,81
2023_06_02_15_35,0,0,82,81
2023_06_02_15_36,0,0,82,81
2023_06_02_15_36,0,0,82,81
2023_06_02_15_37,0,0,82,81
2023_06_02_15_37,0,0,82,81
2023_06_02_15_38,0,0,83,80
2023_06_02_15_38,0,0,82,80
2023_06_02_15_39,0,0,83,80
2023_06_02_15_39,0,0,82,80
2023_06_02_15_40,0,0,83,80
2023_06_02_15_40,0,0,82,80
2023_06_02_15_41,0,0,82,79
2023_06_02_15_41,0,0,82,79
2023_06_02_15_42,0,0,82,79
2023_06_02_15_42,0,0,82,79
2023_06_02_15_43,0,0,82,78
2023_06_02_15_43,0,0,82,78
2023_06_02_15_44,0,0,82,78
2023_06_02_15_44,0,0,82,78
2023_06_02_15_45,0,0,82,78
2023_06_02_15_45,0,0,82,78
2023_06_02_15_46,0,0,82,77
2023_06_02_15_46,0,0,82,76
2023_06_02_15_47,0,0,82,77
2023_06_02_15_47,0,0,82,76
2023_06_02_15_48,0,0,81,76
2023_06_02_15_48,0,0,82,75
2023_06_02_15_49,0,0,82,75
2023_06_02_15_49,0,0,82,75
2023_06_02_15_50,0,0,82,75
2023_06_02_15_50,0,0,82,75
2023_06_02_15_51,0,0,82,74
2023_06_02_15_51,0,0,82,74
2023_06_02_15_52,0,0,82,74
2023_06_02_15_52,0,0,82,73
2023_06_02_15_53,0,0,82,73
2023_06_02_15_53,0,0,82,73
2023_06_02_15_54,0,0,82,72
2023_06_02_15_54,0,0,82,72
2023_06_02_15_55,0,0,82,71
2023_06_02_15_55,0,0,82,71
2023_06_02_15_56,0,0,82,71
2023_06_02_15_56,0,0,82,70
2023_06_02_15_57,0,0,82,70
2023_06_02_15_57,0,0,82,70
2023_06_02_15_58,0,0,82,70
2023_06_02_15_58,0,0,81,69
2023_06_02_15_59,0,0,82,69
2023_06_02_15_59,0,0,82,68
2023_06_02_16_00,0,0,82,67
2023_06_02_16_00,0,0,82,66
2023_06_02_16_01,0,0,82,65
2023_06_02_16_01,0,0,82,62
2023_06_02_16_02,0,0,82,61
2023_06_02_16_02,0,0,82,62
2023_06_02_16_03,0,0,82,63
2023_06_02_16_03,0,0,82,62
2023_06_02_16_04,0,0,83,62
2023_06_02_16_04,0,0,82,62
2023_06_02_16_05,0,0,82,62
2023_06_02_16_05,0,0,82,61
2023_06_02_16_06,0,0,82,61
2023_06_02_16_06,0,0,82,61
2023_06_02_16_07,0,0,82,60
2023_06_02_16_07,0,0,82,59
2023_06_02_16_08,0,0,82,59
2023_06_02_16_08,0,0,82,58
2023_06_02_16_09,0,0,82,58
2023_06_02_16_09,0,0,82,57
2023_06_02_16_10,0,0,82,56
2023_06_02_16_10,0,0,82,55
2023_06_02_16_11,0,0,82,54
2023_06_02_16_11,0,0,82,52
2023_06_02_16_12,0,0,82,49
2023_06_02_16_12,0,0,82,49
2023_06_02_16_13,0,0,81,48
2023_06_02_16_13,0,0,82,48
2023_06_02_16_14,0,0,82,48
2023_06_02_16_14,0,0,82,47
2023_06_02_16_15,0,0,82,46
2023_06_02_16_15,0,0,82,46
2023_06_02_16_16,0,0,82,45
2023_06_02_16_16,0,0,82,44
2023_06_02_16_17,0,0,82,43
2023_06_02_16_17,0,0,82,43
2023_06_02_16_18,0,0,83,42
2023_06_02_16_18,0,0,81,42
2023_06_02_16_19,0,0,82,41
2023_06_02_16_19,0,0,82,41
2023_06_02_16_20,0,0,81,40
2023_06_02_16_20,0,0,82,40
2023_06_02_16_21,0,0,82,39
2023_06_02_16_21,0,0,82,38
2023_06_02_16_22,0,0,82,38
2023_06_02_16_22,0,0,82,37
2023_06_02_16_23,0,0,82,37
2023_06_02_16_23,0,0,81,36
2023_06_02_16_24,0,0,81,36
2023_06_02_16_24,0,0,82,35
2023_06_02_16_25,0,0,82,35
2023_06_02_16_25,0,0,82,34
2023_06_02_16_26,0,0,82,34
2023_06_02_16_26,0,0,81,33
2023_06_02_16_27,0,0,82,32
2023_06_02_16_27,0,0,82,32
2023_06_02_16_28,0,0,82,31
2023_06_02_16_28,0,0,82,31
2023_06_02_16_29,0,0,82,30
2023_06_02_16_29,0,0,82,30
2023_06_02_16_30,0,0,82,29
2023_06_02_16_30,0,0,82,28
2023_06_02_16_31,0,0,82,28
2023_06_02_16_31,0,0,82,27
2023_06_02_16_32,0,0,82,27
2023_06_02_16_32,0,0,82,26
2023_06_02_16_33,0,0,82,26
2023_06_02_16_33,0,0,82,25
2023_06_02_16_34,0,0,81,25
2023_06_02_16_34,0,0,82,24
2023_06_02_16_35,0,0,81,23
2023_06_02_16_35,0,0,82,23
2023_06_02_16_36,0,0,82,22
2023_06_02_16_36,0,0,82,22
2023_06_02_16_37,0,0,82,21
2023_06_02_16_37,0,0,82,21
2023_06_02_16_38,0,0,81,20
2023_06_02_16_38,0,0,82,20
2023_06_02_16_39,0,0,82,19
2023_06_02_16_39,0,0,82,19
2023_06_02_16_40,0,0,82,18
2023_06_02_16_40,0,0,82,18
2023_06_02_16_41,0,0,82,17
2023_06_02_16_41,0,0,82,17
2023_06_02_16_42,0,0,81,9
2023_06_02_16_42,0,0,81,9
2023_06_02_16_43,0,0,81,9
2023_06_02_16_43,0,0,82,8
2023_06_02_16_44,0,0,82,8
2023_06_02_16_44,0,0,81,7
2023_06_02_16_45,0,0,82,7
2023_06_02_16_45,0,0,82,7
2023_06_02_16_46,0,0,82,7
2023_06_02_16_46,0,0,82,6
2023_06_02_16_47,0,0,82,6
2023_06_02_16_47,0,0,81,6
2023_06_02_16_48,0,0,82,6
2023_06_02_16_48,0,0,82,8
2023_06_02_16_49,0,0,82,7
2023_06_02_16_49,0,0,82,7
2023_06_02_16_50,0,0,82,7
2023_06_02_16_50,0,0,82,7
2023_06_02_16_51,0,0,81,6
2023_06_02_16_51,0,0,81,6
2023_06_02_16_52,0,0,82,6
2023_06_02_16_52,0,0,82,5
2023_06_02_16_53,0,0,82,5
2023_06_02_16_53,0,0,81,5
2023_06_02_16_54,0,0,82,5
2023_06_02_16_54,0,0,82,4
2023_06_02_16_55,0,0,82,3
2023_06_02_16_55,0,0,82,4
2023_06_02_16_56,0,0,82,6
2023_06_02_16_56,0,0,81,5
2023_06_02_16_57,0,0,82,6
2023_06_02_16_57,0,0,82,5
2023_06_02_16_58,0,0,82,5
2023_06_02_16_58,0,0,82,5
2023_06_02_16_59,0,0,81,5
2023_06_02_16_59,0,0,81,5
2023_06_02_17_00,0,0,81,5
2023_06_02_17_00,0,0,81,4
2023_06_02_17_01,0,0,81,4
2023_06_02_17_01,0,0,81,4
2023_06_02_17_02,0,0,81,4
2023_06_02_17_02,0,0,81,4
2023_06_02_17_03,0,0,82,4
2023_06_02_17_03,0,0,82,4
2023_06_02_17_04,0,0,82,4
2023_06_02_17_04,0,0,82,3
2023_06_02_17_05,0,0,82,3
2023_06_02_17_05,0,0,82,3
2023_06_02_17_06,0,0,82,3
2023_06_02_17_06,0,0,81,3
2023_06_02_17_07,0,0,82,3
2023_06_02_17_07,0,0,82,3
2023_06_02_17_08,0,0,82,3
2023_06_02_17_08,0,0,81,3
2023_06_02_17_09,0,0,82,3
2023_06_02_17_09,0,0,81,2
2023_06_02_17_10,0,0,81,2
2023_06_02_17_10,0,0,81,2
2023_06_02_17_11,0,0,82,2
2023_06_02_17_11,0,0,82,2
2023_06_02_17_12,0,0,82,2
2023_06_02_17_12,0,0,82,2
2023_06_02_17_13,0,0,82,2
2023_06_02_17_13,0,0,82,2
2023_06_02_17_14,0,0,82,2
2023_06_02_17_14,0,0,82,2
2023_06_02_17_15,0,0,82,2
2023_06_02_17_15,0,0,82,2
2023_06_02_17_16,0,0,81,2
2023_06_02_17_16,0,0,82,2
2023_06_02_17_17,0,0,82,2
2023_06_02_17_17,0,0,82,2
2023_06_02_17_18,0,0,82,2
2023_06_02_17_18,0,0,82,2
2023_06_02_17_19,0,0,81,2
2023_06_02_17_19,0,0,82,2
2023_06_02_17_20,0,0,81,2
2023_06_02_17_20,0,0,81,2
2023_06_02_17_21,0,0,81,2
2023_06_02_17_21,0,0,82,2
2023_06_02_17_22,0,0,82,2
2023_06_02_17_22,0,0,81,2
2023_06_02_17_23,0,0,82,2
2023_06_02_17_23,0,0,82,2
2023_06_02_17_24,0,0,82,1
2023_06_02_17_24,0,0,81,1
2023_06_02_17_25,0,0,81,1
2023_06_02_17_25,0,0,81,1
2023_06_02_17_26,0,0,81,1
2023_06_02_17_26,0,0,82,1
2023_06_02_17_27,0,0,82,1
2023_06_02_17_27,0,0,82,1
2023_06_02_17_28,0,0,82,1
2023_06_02_17_28,0,0,82,1
2023_06_02_17_29,0,0,82,1
2023_06_02_17_29,0,0,82,1
2023_06_02_17_30,0,0,82,1
2023_06_02_17_30,0,0,81,1
2023_06_02_17_31,0,0,81,1
2023_06_02_17_31,0,0,81,1
2023_06_02_17_32,0,0,82,1
2023_06_02_17_32,0,0,82,1
2023_06_02_17_33,0,0,82,1
2023_06_02_17_33,0,0,81,1
2023_06_02_17_34,0,0,81,1
2023_06_02_17_34,0,0,82,1
2023_06_02_17_35,0,0,82,1
2023_06_02_17_35,0,0,82,1
2023_06_02_17_36,0,0,81,1
2023_06_02_17_36,0,0,81,1
2023_06_02_17_37,0,0,81,1
2023_06_02_17_37,0,0,82,1
2023_06_02_17_38,0,0,81,1
2023_06_02_17_38,0,0,81,1
2023_06_02_17_39,0,0,81,1
2023_06_02_17_39,0,0,82,1
2023_06_02_17_40,0,0,82,1
2023_06_02_17_40,0,0,82,1
2023_06_02_17_41,0,0,81,1
2023_06_02_17_41,0,0,82,1
2023_06_02_17_42,0,0,82,1
2023_06_02_17_42,0,0,82,1
2023_06_02_17_43,0,0,82,1
2023_06_02_17_43,0,0,82,1
2023_06_02_17_44,0,0,81,1
2023_06_02_17_44,0,0,82,1
2023_06_02_17_45,0,0,81,1
2023_06_02_17_45,0,0,82,1
2023_06_02_17_46,0,0,81,1
2023_06_02_17_46,0,0,82,1
2023_06_02_17_47,0,0,82,1
2023_06_02_17_47,0,0,82,1
2023_06_02_17_48,0,0,82,1
2023_06_02_17_48,0,0,82,1
2023_06_02_17_49,0,0,82,1
2023_06_02_17_49,0,0,82,1
2023_06_02_17_50,0,0,82,1
2023_06_02_17_50,0,0,82,1
2023_06_02_17_51,0,0,82,1
2023_06_02_17_51,0,0,82,1
2023_06_02_17_52,0,0,82,1
2023_06_02_17_52,0,0,82,1
2023_06_02_17_53,0,0,81,1
2023_06_02_17_53,0,0,81,1
2023_06_02_17_54,0,0,82,1
2023_06_02_17_54,0,0,82,1
2023_06_02_17_55,0,0,81,1
2023_06_02_17_55,0,0,81,1
2023_06_02_17_56,0,0,82,1
2023_06_02_17_56,0,0,81,1
2023_06_02_17_57,0,0,82,1
2023_06_02_17_57,0,0,81,1
2023_06_02_17_58,0,0,82,1
2023_06_02_17_58,0,0,82,1
2023_06_02_17_59,0,0,82,1
2023_06_02_17_59,0,0,82,1
2023_06_02_18_00,0,0,82,1
2023_06_02_18_00,0,0,82,1
2023_06_02_18_01,0,0,82,1
2023_06_02_18_01,0,0,81,1
2023_06_02_18_02,0,0,82,1
2023_06_02_18_02,0,0,82,1
2023_06_02_18_03,0,0,82,1
2023_06_02_18_03,0,0,82,1
2023_06_02_18_04,0,0,82,1
2023_06_02_18_04,0,0,82,1
2023_06_02_18_05,0,0,81,1
2023_06_02_18_05,0,0,82,1
2023_06_02_18_06,0,0,81,1
2023_06_02_18_06,0,0,82,1
2023_06_02_18_07,0,0,82,1
2023_06_02_18_07,0,0,82,1
2023_06_02_18_08,0,0,82,1
2023_06_02_18_08,0,0,81,1
2023_06_02_18_09,0,0,82,1
2023_06_02_18_09,0,0,82,1
2023_06_02_18_10,0,0,82,1
2023_06_02_18_10,0,0,81,1
2023_06_02_18_11,0,0,82,1
2023_06_02_18_11,0,0,82,1
2023_06_02_18_12,0,0,81,1
2023_06_02_18_12,0,0,82,1
2023_06_02_18_13,0,0,82,1
2023_06_02_18_13,0,0,82,1
2023_06_02_18_14,0,0,82,1
2023_06_02_18_14,0,0,82,1
2023_06_02_18_15,0,0,82,1
2023_06_02_18_15,0,0,82,1
2023_06_02_18_16,0,0,82,1
2023_06_02_18_16,0,0,82,1
2023_06_02_18_17,0,0,82,1
2023_06_02_18_17,0,0,81,1
2023_06_02_18_18,0,0,82,1
2023_06_02_18_18,0,0,82,1
2023_06_02_18_19,0,0,81,1
2023_06_02_18_19,0,0,81,1
2023_06_02_18_20,0,0,82,1
2023_06_02_18_20,0,0,82,1
2023_06_02_18_21,0,0,81,1
2023_06_02_18_21,0,0,82,1
2023_06_02_18_22,0,0,82,1
2023_06_02_18_22,0,0,82,1
2023_06_02_18_23,0,0,82,1
2023_06_02_18_23,0,0,82,1
2023_06_02_18_24,0,0,82,1
2023_06_02_18_24,0,0,82,1
2023_06_02_18_25,0,0,82,1
2023_06_02_18_25,0,0,82,1
2023_06_02_18_26,0,0,81,1
2023_06_02_18_26,0,0,82,1
2023_06_02_18_27,0,0,82,1
2023_06_02_18_27,0,0,81,1
2023_06_02_18_28,0,0,81,1
2023_06_02_18_28,0,0,82,1
2023_06_02_18_29,0,0,82,1
2023_06_02_18_29,0,0,82,1
2023_06_02_18_30,0,0,82,1
2023_06_02_18_30,0,0,82,1
2023_06_02_18_31,0,0,82,1
2023_06_02_18_31,0,0,82,1
2023_06_02_18_32,0,0,81,1
2023_06_02_18_32,0,0,82,1
2023_06_02_18_33,0,0,82,1
2023_06_02_18_33,0,0,81,1
2023_06_02_18_34,0,0,82,1
2023_06_02_18_34,0,0,82,1
2023_06_02_18_35,0,0,81,1
2023_06_02_18_35,0,0,82,1
2023_06_02_18_36,0,0,81,1
2023_06_02_18_36,0,0,82,1
2023_06_02_18_37,0,0,82,1
2023_06_02_18_37,0,0,81,1
2023_06_02_18_38,0,0,81,1
2023_06_02_18_38,0,0,81,1
2023_06_02_18_39,0,0,82,1
2023_06_02_18_39,0,0,82,1
2023_06_02_18_40,0,0,82,1
2023_06_02_18_40,0,0,82,1
2023_06_02_18_41,0,0,82,1
2023_06_02_18_41,0,0,81,1
2023_06_02_18_42,0,0,81,1
2023_06_02_18_42,0,0,82,1
2023_06_02_18_43,0,0,82,1
2023_06_02_18_43,0,0,81,1
2023_06_02_18_44,0,0,82,1
2023_06_02_18_44,0,0,81,1
2023_06_02_18_45,0,0,82,1
2023_06_02_18_45,0,0,82,1
2023_06_02_18_46,0,0,81,1
2023_06_02_18_46,0,0,82,1
2023_06_02_18_47,0,0,82,1
2023_06_02_18_47,0,0,82,1
2023_06_02_18_48,0,0,82,1
2023_06_02_18_48,0,0,81,1
2023_06_02_18_49,0,0,82,1
2023_06_02_18_49,0,0,81,1
2023_06_02_18_50,0,0,82,1
2023_06_02_18_50,0,0,81,1
2023_06_02_18_51,0,0,82,1
2023_06_02_18_51,0,0,82,1
2023_06_02_18_52,0,0,82,1
2023_06_02_18_52,0,0,82,1
2023_06_02_18_53,0,0,82,1
2023_06_02_18_53,0,0,81,1
2023_06_02_18_54,0,0,82,1
2023_06_02_18_54,0,0,81,1
2023_06_02_18_55,0,0,82,1
2023_06_02_18_55,0,0,81,1
2023_06_02_18_56,0,0,82,1
2023_06_02_18_56,0,0,82,1
2023_06_02_18_57,0,0,82,1
2023_06_02_18_57,0,0,82,1
2023_06_02_18_58,0,0,82,1
2023_06_02_18_58,0,0,82,1
2023_06_02_18_59,0,0,82,1
2023_06_02_18_59,0,0,82,1
2023_06_02_19_00,0,0,82,1
2023_06_02_19_00,0,0,82,1
2023_06_02_19_01,0,0,81,1
2023_06_02_19_01,0,0,82,1
2023_06_02_19_02,0,0,82,1
2023_06_02_19_02,0,0,82,1
2023_06_02_19_03,0,0,82,1
2023_06_02_19_03,0,0,82,1
2023_06_02_19_04,0,0,82,1
2023_06_02_19_04,0,0,82,1
2023_06_02_19_05,0,0,81,1
2023_06_02_19_05,0,0,81,1
2023_06_02_19_06,0,0,82,1
2023_06_02_19_06,0,0,81,1
2023_06_02_19_07,0,0,82,1
2023_06_02_19_07,0,0,82,1
2023_06_02_19_08,0,0,82,1
2023_06_02_19_08,0,0,82,1
2023_06_02_19_09,0,0,82,1
2023_06_02_19_09,0,0,82,1
2023_06_02_19_10,0,0,82,1
2023_06_02_19_10,0,0,81,1
2023_06_02_19_11,0,0,82,1
2023_06_02_19_11,0,0,82,1
2023_06_02_19_12,0,0,81,1
2023_06_02_19_12,0,0,81,1
2023_06_02_19_13,0,0,82,1
2023_06_02_19_13,0,0,81,1
2023_06_02_19_14,0,0,82,1
2023_06_02_19_14,0,0,81,1
2023_06_02_19_15,0,0,82,1
2023_06_02_19_15,0,0,82,1
2023_06_02_19_16,0,0,82,1
2023_06_02_19_16,0,0,82,1
2023_06_02_19_17,0,0,81,1
2023_06_02_19_17,0,0,82,1
2023_06_02_19_18,0,0,82,1
2023_06_02_19_18,0,0,82,1
2023_06_02_19_19,0,0,81,1
2023_06_02_19_19,0,0,82,1
2023_06_02_19_20,0,0,82,1
2023_06_02_19_20,0,0,82,1
2023_06_02_19_21,0,0,81,1
2023_06_02_19_21,0,0,82,1
2023_06_02_19_22,0,0,81,1
2023_06_02_19_22,0,0,81,1
2023_06_02_19_23,0,0,82,1
2023_06_02_19_23,0,0,82,1
2023_06_02_19_24,0,0,81,1
2023_06_02_19_24,0,0,82,1
2023_06_02_19_25,0,0,82,1
2023_06_02_19_25,0,0,82,1
2023_06_02_19_26,0,0,82,1
2023_06_02_19_26,0,0,82,1
2023_06_02_19_27,0,0,81,1
2023_06_02_19_27,0,0,82,1
2023_06_02_19_28,0,0,82,1
2023_06_02_19_28,0,0,81,1
2023_06_02_19_29,0,0,81,1
2023_06_02_19_29,0,0,82,1
2023_06_02_19_30,0,0,81,1
2023_06_02_19_30,0,0,81,1
2023_06_02_19_31,0,0,81,1
2023_06_02_19_31,0,0,82,1
2023_06_02_19_32,0,0,81,1
2023_06_02_19_32,0,0,82,1
2023_06_02_19_33,0,0,82,1
2023_06_02_19_33,0,0,82,1
2023_06_02_19_34,0,0,81,1
2023_06_02_19_34,0,0,81,1
2023_06_02_19_35,0,0,81,1
2023_06_02_19_35,0,0,81,1
2023_06_02_19_36,0,0,82,1
2023_06_02_19_36,0,0,82,1
2023_06_02_19_37,0,0,81,1
2023_06_02_19_37,0,0,81,1
2023_06_02_19_38,0,0,82,1
2023_06_02_19_38,0,0,82,1
2023_06_02_19_39,0,0,82,1
2023_06_02_19_39,0,0,82,1
2023_06_02_19_40,0,0,82,1
2023_06_02_19_40,0,0,82,1
2023_06_02_19_41,0,0,82,0
2023_06_02_19_41,0,0,81,1
2023_06_02_19_42,0,0,82,1
2023_06_02_19_42,0,0,81,1
2023_06_02_19_43,0,0,82,0
2023_06_02_19_43,0,0,82,1
2023_06_02_19_44,0,0,82,1
2023_06_02_19_44,0,0,82,1
2023_06_02_19_45,0,0,82,1
2023_06_02_19_45,0,0,82,1
2023_06_02_19_46,0,0,82,1
2023_06_02_19_46,0,0,81,1
2023_06_02_19_47,0,0,82,1
2023_06_02_19_47,0,0,82,1
2023_06_02_19_48,0,0,81,1
2023_06_02_19_48,0,0,82,1
2023_06_02_19_49,0,0,81,1
2023_06_02_19_49,0,0,81,1
2023_06_02_19_50,0,0,82,1
2023_06_02_19_50,0,0,82,1
2023_06_02_19_51,0,0,81,1
2023_06_02_19_51,0,0,82,1
2023_06_02_19_52,0,0,81,1
2023_06_02_19_52,0,0,82,1
2023_06_02_19_53,0,0,81,1
2023_06_02_19_53,0,0,82,1
2023_06_02_19_54,0,0,81,1
2023_06_02_19_54,0,0,81,1
2023_06_02_19_55,0,0,82,1
2023_06_02_19_55,0,0,81,1
2023_06_02_19_56,0,0,81,1
2023_06_02_19_56,0,0,81,1
2023_06_02_19_57,0,0,82,1
2023_06_02_19_57,0,0,81,1
2023_06_02_19_58,0,0,81,1
2023_06_02_19_58,0,0,82,1
2023_06_02_19_59,0,0,81,1
2023_06_02_19_59,0,0,82,1
